Query;Results
How to split a string in Java;https://github.com/apiman/apiman/blob/8c049c2a2f2e4a69bbb6125686a15edd26f29c21/common/config/src/main/java/io/apiman/common/config/options/AbstractOptions.java#L58-L71
How to split a string in Java;https://github.com/santhosh-tekuri/jlibs/blob/59c28719f054123cf778278154e1b92e943ad232/apt/src/main/java/jlibs/core/lang/model/ModelUtil.java#L275-L285
How to split a string in Java;https://github.com/dihedron/dihedron-commons/blob/a5194cdaa0d6417ef4aade6ea407a1cad6e8458e/src/main/java/org/dihedron/core/strings/Strings.java#L219-L228
How to split a string in Java;https://github.com/lucee/Lucee/blob/29b153fc4e126e5edb97da937f2ee2e231b87593/core/src/main/java/lucee/runtime/osgi/ManifestUtil.java#L119-L126
Sort a Map<Key. Value> by values;https://github.com/teatrove/teatrove/blob/7039bdd4da6817ff8c737f7e4e07bac7e3ad8bea/teaapps/src/main/java/org/teatrove/teaapps/contexts/SortContext.java#L81-L86
Sort a Map<Key. Value> by values;https://github.com/alkacon/opencms-core/blob/bc104acc75d2277df5864da939a1f2de5fdee504/src-gwt/org/opencms/ade/galleries/client/CmsGalleryController.java#L1453-L1480
Sort a Map<Key. Value> by values;https://github.com/jaxio/celerio/blob/fbfacb639e286f9f3f3a18986f74ea275bebd887/celerio-engine/src/main/java/com/jaxio/celerio/util/support/AbstractListHolder.java#L204-L209
Sort a Map<Key. Value> by values;https://github.com/Omertron/api-themoviedb/blob/bf132d7c7271734e13b58ba3bc92bba46f220118/src/main/java/com/omertron/themoviedbapi/model/discover/Discover.java#L85-L88
Sort a Map<Key. Value> by values;https://github.com/astrapi69/jaulp-wicket/blob/85d74368d00abd9bb97659b5794e38c0f8a013d4/jaulp-wicket-data-provider/src/main/java/de/alpharogroup/wicket/data/provider/AbstractSortableDataProvider.java#L193-L203
Sort a Map<Key. Value> by values;https://github.com/teatrove/teatrove/blob/7039bdd4da6817ff8c737f7e4e07bac7e3ad8bea/teaapps/src/main/java/org/teatrove/teaapps/contexts/SortContext.java#L633-L635
Sort a Map<Key. Value> by values;https://github.com/neo4j-contrib/neo4j-apoc-procedures/blob/e8386975d1c512c0e4388a1a61f5496121c04f86/src/main/java/apoc/coll/Coll.java#L473-L482
Sort a Map<Key. Value> by values;https://github.com/wcm-io/wcm-io-tooling/blob/1abcd01dd3ad4cc248f03b431f929573d84fa9b4/commons/crx-packmgr-helper/src/main/java/io/wcm/tooling/commons/packmgr/unpack/ContentUnpacker.java#L369-L386
Sort a Map<Key. Value> by values;https://github.com/liquibase/liquibase/blob/86a3b30fa6821ac981056f252f918557f5ebcc60/liquibase-core/src/main/java/liquibase/diff/output/changelog/DiffToChangeLog.java#L230-L232
Sort a Map<Key. Value> by values;https://github.com/fhoeben/hsac-fitnesse-fixtures/blob/4e9018d7386a9aa65bfcbf07eb28ae064edd1732/src/main/java/nl/hsac/fitnesse/fixture/util/JsonHelper.java#L88-L98
How do I create a Java string from the contents of a file?;https://github.com/rundeck/rundeck/blob/8070f774f55bffaa1118ff0c03aea319d40a9668/core/src/main/java/com/dtolabs/rundeck/core/authorization/providers/PoliciesCache.java#L155-L157
How do I create a Java string from the contents of a file?;https://github.com/hyperledger/fabric-sdk-java/blob/4a2d7b3408b8b0a1ed812aa36942c438159c37a0/src/main/java/org/hyperledger/fabric/sdk/helper/DiagnosticFileDumper.java#L96-L100
How do I create a Java string from the contents of a file?;https://github.com/biezhi/excel-plus/blob/7591a6283c2801b46ab53daf7f312f16a44cb773/src/main/java/io/github/biezhi/excel/plus/Reader.java#L99-L105
How do I create a Java string from the contents of a file?;https://github.com/jenkinsci/jenkins/blob/44c4d3989232082c254d27ae360aa810669f44b7/core/src/main/java/hudson/FilePath.java#L1412-L1414
How do I create a Java string from the contents of a file?;https://github.com/j-a-w-r/jawr-main-repo/blob/5381f6acf461cd2502593c67a77bd6ef9eab848d/jawr/jawr-core/src/main/java/net/jawr/web/resource/handler/bundle/AbstractResourceBundleHandler.java#L204-L226
How do I create a Java string from the contents of a file?;https://github.com/flapdoodle-oss/de.flapdoodle.embed.process/blob/c6eebcf6705372ab15d4c438dcefcd50ffbde6d0/src/main/java/de/flapdoodle/embed/process/io/directories/PropertyOrTempDirInPlatformTempDir.java#L33-L40
How do I create a Java string from the contents of a file?;https://github.com/fuzzylite/jfuzzylite/blob/583ac1928f39512af75de80d560e67448039595a/jfuzzylite/src/main/java/com/fuzzylite/imex/Importer.java#L56-L71
How do I create a Java string from the contents of a file?;https://github.com/moparisthebest/beehive/blob/4246a0cc40ce3c05f1a02c2da2653ac622703d77/beehive-netui-compiler/src/main/java/org/apache/beehive/netui/compiler/typesystem/impl/env/FilerImpl.java#L43-L47
How do I create a Java string from the contents of a file?;https://github.com/windup/windup/blob/6668f09e7f012d24a0b4212ada8809417225b2ad/rules-base/api/src/main/java/org/jboss/windup/rules/files/condition/File.java#L61-L66
How do I create a Java string from the contents of a file?;https://github.com/shrinkwrap/resolver/blob/e881a84b8cff5b0a014f2a5ebf612be3eb9db01f/maven/impl-maven/src/main/java/org/jboss/shrinkwrap/resolver/impl/maven/ConfigurableMavenResolverSystemBaseImpl.java#L80-L87
How can I convert a stack trace to a string?;https://github.com/diffplug/durian/blob/10631a3480e5491eb6eb6ee06e752d8596914232/src/com/diffplug/common/base/StackDumper.java#L109-L123
How can I convert a stack trace to a string?;https://github.com/twitter/cloudhopper-commons/blob/b5bc397dbec4537e8149e7ec0733c1d7ed477499/ch-commons-util/src/main/java/com/cloudhopper/commons/util/StackTraceUtil.java#L42-L57
How can I convert a stack trace to a string?;https://github.com/vipshop/vjtools/blob/60c743da35913d72f37f2d79afa90ad2bf73cb89/vjkit/src/main/java/com/vip/vjtools/vjkit/base/ExceptionUtil.java#L94-L98
How can I convert a stack trace to a string?;https://github.com/sbt/junit-interface/blob/ffcf7c3f393d0b9c0c6399281ea1b55701a83aea/src/main/java/com/novocode/junit/RichLogger.java#L131-L150
How can I convert a stack trace to a string?;https://github.com/luontola/jumi/blob/18815c499b770f51cdb58cc6720dca4f254b2019/jumi-launcher/src/main/java/fi/jumi/launcher/ui/TextUI.java#L203-L207
How can I convert a stack trace to a string?;https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.jca.cm/src/com/ibm/ejs/j2c/CommonFunction.java#L176-L188
How can I convert a stack trace to a string?;https://github.com/analogweb/core/blob/14c25b0c2cfbdcf3c452b755e4bab7a003ec63ad/src/main/java/org/analogweb/core/DefaultExceptionHandler.java#L46-L52
How can I convert a stack trace to a string?;https://github.com/boonproject/boon/blob/9bc6870dbe5dd58c45c18d8edb493e8efc089463/boon/src/main/java/org/boon/Exceptions.java#L465-L501
How can I convert a stack trace to a string?;https://github.com/prestodb/presto/blob/89de5e379d8f85e139d292b0add8c537a2a01a88/presto-client/src/main/java/com/facebook/presto/client/FailureInfo.java#L124-L142
How can I convert a stack trace to a string?;https://github.com/deephacks/confit/blob/4e6d4ee5fed32cbc5104433e61de1bcf1b360832/core/src/main/java/org/deephacks/confit/internal/core/property/typesafe/impl/ResolveContext.java#L83-L93
Fastest way to determine if an integer's square root is an integer;https://github.com/spotbugs/spotbugs/blob/f6365c6eea6515035bded38efa4a7c8b46ccf28c/spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindFloatEquality.java#L87-L93
Fastest way to determine if an integer's square root is an integer;https://github.com/jtwig/jtwig-core/blob/4ec125756e2883ce51114747b9beef93b8a1b15b/src/main/java/org/jtwig/functions/impl/logical/EmptyFunction.java#L27-L31
Fastest way to determine if an integer's square root is an integer;https://github.com/mlhartme/ssass/blob/9e488c46caf3fef99f5a9d34a1e8135a0dbb5828/src/main/java/net/oneandone/ssass/scss/Term.java#L35-L45
Fastest way to determine if an integer's square root is an integer;https://github.com/jpmml/jpmml-evaluator/blob/ac8a48775877b6fa9dbc5f259871f3278489cc61/pmml-evaluator/src/main/java/org/jpmml/evaluator/VerificationUtil.java#L67-L70
Fastest way to determine if an integer's square root is an integer;https://github.com/seancfoley/IPAddress/blob/90493d0673511d673100c36d020dd93dd870111a/IPAddress/src/inet.ipaddr/inet/ipaddr/format/AddressDivisionGroupingBase.java#L578-L587
Fastest way to determine if an integer's square root is an integer;https://github.com/facebookarchive/hadoop-20/blob/2a29bc6ecf30edb1ad8dbde32aa49a317b4d44f4/src/mapred/org/apache/hadoop/mapred/lib/KeyFieldBasedComparator.java#L299-L327
Fastest way to determine if an integer's square root is an integer;https://github.com/GojaFramework/goja/blob/77179b495f668fc1fa20accc912991df6bb2d917/goja-core/src/main/java/goja/core/Validator.java#L212-L215
Fastest way to determine if an integer's square root is an integer;https://github.com/trimou/trimou/blob/ae45d77d4bd8b2c71b41006908b8a0a784ad9058/core/src/main/java/org/trimou/util/Checker.java#L103-L111
Fastest way to determine if an integer's square root is an integer;https://github.com/JodaOrg/joda-time/blob/bd79f1c4245e79b3c2c56d7b04fde2a6e191fa42/src/main/java/org/joda/time/Partial.java#L710-L721
Fastest way to determine if an integer's square root is an integer;https://github.com/MutabilityDetector/MutabilityDetector/blob/36014d2f9e45cf0cc6d67b81395942cd39c4f6ae/src/main/java/org/mutabilitydetector/checkers/settermethod/DefaultUnknownTypeValue.java#L151-L166
How do I create a file and write to it in Java?;https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/wlp.lib.extract/src/wlp/lib/extract/ShutdownHook.java#L151-L166
How do I create a file and write to it in Java?;https://github.com/strator-dev/greenpepper/blob/2a61e6c179b74085babcc559d677490b0cad2d30/greenpepper/greenpepper-client/src/main/java/com/greenpepper/util/IOUtils.java#L25-L43
How do I create a file and write to it in Java?;https://github.com/btaz/data-util/blob/f01de64854c456a88a31ffbe8bac6d605151b496/src/main/java/com/btaz/util/unit/ResourceUtil.java#L94-L103
How do I create a file and write to it in Java?;https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/wlp.lib.extract/src/wlp/lib/extract/ShutdownHook.java#L175-L189
How do I create a file and write to it in Java?;https://github.com/jblas-project/jblas/blob/2818f231228e655cda80dfd8e0b87709fdfd8a70/src/main/java/org/jblas/util/LibraryLoader.java#L249-L282
How do I create a file and write to it in Java?;https://github.com/google/error-prone-javac/blob/a53d069bbdb2c60232ed3811c19b65e41c3e60e0/src/jdk.compiler/share/classes/com/sun/tools/javac/processing/JavacFiler.java#L737-L745
How do I create a file and write to it in Java?;https://github.com/BlueBrain/bluima/blob/793ea3f46761dce72094e057a56cddfa677156ae/modules/bluima_utils/src/main/java/ch/epfl/bbp/uima/annotationviewer/BlueAnnotationViewGenerator.java#L178-L208
How do I create a file and write to it in Java?;https://github.com/indeedeng/util/blob/332008426cf14b57e7fc3e817d9423e3f84fb922/io/src/main/java/com/indeed/util/io/Files.java#L159-L199
How do I create a file and write to it in Java?;https://github.com/kiswanij/jk-util/blob/8e0c85818423406f769444c76194a748e0a0fc0a/src/main/java/com/jk/util/JKIOUtil.java#L464-L477
How do I create a file and write to it in Java?;https://github.com/netty/netty/blob/ba06eafa1c1824bd154f1a380019e7ea2edf3c4c/codec-http2/src/main/java/io/netty/handler/codec/http2/HpackEncoder.java#L101-L108
How can I concatenate two arrays in Java?;https://github.com/landawn/AbacusUtil/blob/544b7720175d15e9329f83dd22a8cc5fa4515e12/src/com/landawn/abacus/util/Array.java#L1138-L1153
How can I concatenate two arrays in Java?;https://github.com/primefaces/primefaces/blob/b8cdd5ed395d09826e40e3302d6b14901d3ef4e7/src/main/java/org/primefaces/util/LangUtils.java#L71-L79
How can I concatenate two arrays in Java?;https://github.com/samskivert/samskivert/blob/a64d9ef42b69819bdb2c66bddac6a64caef928b6/src/main/java/com/samskivert/util/ArrayUtil.java#L856-L862
How can I concatenate two arrays in Java?;https://github.com/tvesalainen/lpg/blob/0917b8d295e9772b9f8a0affc258a08530cd567a/src/main/java/org/vesalainen/parser/util/Input.java#L847-L854
How can I concatenate two arrays in Java?;https://github.com/milaboratory/milib/blob/2349b3dccdd3c7948643760e570238d6e30d5a34/src/main/java/com/milaboratory/util/ArraysUtils.java#L77-L82
How can I concatenate two arrays in Java?;https://github.com/milaboratory/milib/blob/2349b3dccdd3c7948643760e570238d6e30d5a34/src/main/java/com/milaboratory/core/mutations/Mutations.java#L267-L273
How can I concatenate two arrays in Java?;https://github.com/shrinkwrap/shrinkwrap/blob/3f8a1a6d344651428c709a63ebb52d35343c5387/api/src/main/java/org/jboss/shrinkwrap/api/nio2/file/SeekableInMemoryByteChannel.java#L168-L181
How can I concatenate two arrays in Java?;https://github.com/LapisSea/JLapisUtility/blob/e3c48464bb321073fecea9f3707a448aa9e63e5c/src/com/lapissea/util/UtilL.java#L555-L566
How can I concatenate two arrays in Java?;https://github.com/prestodb/presto/blob/89de5e379d8f85e139d292b0add8c537a2a01a88/presto-main/src/main/java/com/facebook/presto/operator/aggregation/NumericHistogram.java#L238-L242
How can I concatenate two arrays in Java?;https://github.com/LearnLib/automatalib/blob/8a462ec52f6eaab9f8996e344f2163a72cb8aa6e/api/src/main/java/net/automatalib/words/Word.java#L576-L580
How to round a number to n decimal places in Java;https://github.com/apache/flink/blob/b62db93bf63cb3bb34dd03d611a779d9e3fc61ac/flink-table/flink-table-runtime-blink/src/main/java/org/apache/flink/table/dataformat/Decimal.java#L449-L464
How to round a number to n decimal places in Java;https://github.com/impossibl/stencil/blob/4aac1be605542b4248be95bf8916be4e2f755d1c/engine/src/main/java/com/impossibl/stencil/engine/internal/StencilOperands.java#L100-L108
How to round a number to n decimal places in Java;https://github.com/incodehq-legacy/incode-module-base/blob/8dfbf946c26423adf6d3e751698968b035c4ef11/dom/src/main/java/org/incode/module/base/dom/utils/MathUtils.java#L31-L34
How to round a number to n decimal places in Java;https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.kernel.service/src/com/ibm/ws/kernel/service/util/CpuInfo.java#L217-L221
How to round a number to n decimal places in Java;https://github.com/killbill/killbill/blob/6457b485fb32a182c76197a83f428123331f1380/util/src/main/java/org/killbill/billing/util/DefaultAmountFormatter.java#L29-L35
How to round a number to n decimal places in Java;https://github.com/Appendium/objectlabkit/blob/cd649bce7a32e4e926520e62cb765f3b1d451594/utils/src/main/java/net/objectlab/kit/util/BigDecimalUtil.java#L397-L399
How to round a number to n decimal places in Java;https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/openjdk/src/share/classes/java/math/BigDecimal.java#L3079-L3096
How to round a number to n decimal places in Java;https://github.com/CloudSlang/cs-actions/blob/9a1be1e99ad88286a6c153d5f2275df6ae1a57a1/cs-lists/src/main/java/io/cloudslang/content/utils/ListProcessor.java#L277-L283
How to round a number to n decimal places in Java;https://github.com/vkostyukov/la4j/blob/dd1b917caf9606399a49afa6b0d738934cd3a7b3/src/main/java/org/la4j/Matrix.java#L833-L843
How to round a number to n decimal places in Java;https://github.com/citygml4j/citygml4j/blob/9155997d5ecf7e8f19411a02ba047f13375b97b9/src/main/java/org/citygml4j/builder/cityjson/marshal/util/DefaultTextureVerticesBuilder.java#L88-L90
Convert ArrayList<String> to String[] array;https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.security.token.ltpa/src/com/ibm/ws/security/token/ltpa/internal/LTPATokenizer.java#L176-L189
Convert ArrayList<String> to String[] array;https://github.com/spring-projects/spring-data-solr/blob/20be5cb82498b70134dfda6c1a91ad21f8e657e0/src/main/java/org/springframework/data/solr/core/DefaultQueryParser.java#L547-L552
Convert ArrayList<String> to String[] array;https://github.com/pressgang-ccms/PressGangCCMSCommonUtilities/blob/5ebf5ed30a94c34c33f4708caa04a8da99cbb15c/src/main/java/org/jboss/pressgang/ccms/utils/common/CollectionUtilities.java#L65-L70
Convert ArrayList<String> to String[] array;https://github.com/lucee/Lucee/blob/29b153fc4e126e5edb97da937f2ee2e231b87593/core/src/main/java/lucee/runtime/type/util/ListUtil.java#L1484-L1491
Convert ArrayList<String> to String[] array;https://github.com/ModeShape/modeshape/blob/794cfdabb67a90f24629c4fff0424a6125f8f95b/sequencers/modeshape-sequencer-wsdl/src/main/java/org/modeshape/sequencer/wsdl/Wsdl11Reader.java#L964-L973
Convert ArrayList<String> to String[] array;https://github.com/hoverruan/weiboclient4j/blob/80556b1ce40ee4dc063b977f885792efb6307547/src/main/java/weiboclient4j/utils/StringUtils.java#L39-L46
Convert ArrayList<String> to String[] array;https://github.com/enasequence/sequencetools/blob/4127f5e1a17540239f5810136153fbd6737fa262/src/main/java/uk/ac/ebi/embl/api/validation/helper/Utils.java#L113-L119
Convert ArrayList<String> to String[] array;https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.security.token.ltpa/src/com/ibm/ws/security/token/ltpa/internal/LTPATokenizer.java#L198-L211
Convert ArrayList<String> to String[] array;https://github.com/drinkjava2/jDialects/blob/1c165f09c6042a599b681c279024abcc1b848b88/core/src/main/java/com/github/drinkjava2/jdialects/ArrayUtils.java#L60-L64
Convert ArrayList<String> to String[] array;https://github.com/erizet/SignalA/blob/d33bf49dbcf7249f826c5dbb3411cfe4f5d97dd4/SignalA/src/main/java/com/zsoft/signala/Transport/TransportHelper.java#L212-L226
Sort ArrayList of custom Objects by property;https://github.com/kiegroup/droolsjbpm-integration/blob/6c26200ab03855dbb92b56ca0c6363cdec0eaf2c/kie-server-parent/kie-server-router/kie-server-router-proxy/src/main/java/org/kie/server/router/proxy/aggragate/JSONResponseAggregator.java#L178-L226
Sort ArrayList of custom Objects by property;https://github.com/wcm-io/wcm-io-tooling/blob/1abcd01dd3ad4cc248f03b431f929573d84fa9b4/commons/crx-packmgr-helper/src/main/java/io/wcm/tooling/commons/packmgr/unpack/ContentUnpacker.java#L369-L386
Sort ArrayList of custom Objects by property;https://github.com/teatrove/teatrove/blob/7039bdd4da6817ff8c737f7e4e07bac7e3ad8bea/teaapps/src/main/java/org/teatrove/teaapps/contexts/SortContext.java#L633-L635
Sort ArrayList of custom Objects by property;https://github.com/teatrove/teatrove/blob/7039bdd4da6817ff8c737f7e4e07bac7e3ad8bea/teaapps/src/main/java/org/teatrove/teaapps/contexts/SortContext.java#L653-L656
Sort ArrayList of custom Objects by property;https://github.com/teatrove/teatrove/blob/7039bdd4da6817ff8c737f7e4e07bac7e3ad8bea/teaapps/src/main/java/org/teatrove/teaapps/contexts/SortContext.java#L623-L625
Sort ArrayList of custom Objects by property;https://github.com/cloudinary/cloudinary_java/blob/58ee1823180da2dea6a2eb7e5cf00d5a760f8aef/cloudinary-core/src/main/java/com/cloudinary/Search.java#L52-L57
Sort ArrayList of custom Objects by property;https://github.com/alkacon/opencms-core/blob/bc104acc75d2277df5864da939a1f2de5fdee504/src/org/opencms/search/solr/CmsSolrQuery.java#L223-L231
Sort ArrayList of custom Objects by property;https://github.com/zhangguangyong/codes/blob/5585c17ea46af665582734f399c05dfbba18c30d/codes-persistent-hibernate/src/main/java/com/codes/persistence/hibernate/domain/Sort.java#L22-L25
Sort ArrayList of custom Objects by property;https://github.com/teatrove/teatrove/blob/7039bdd4da6817ff8c737f7e4e07bac7e3ad8bea/teaapps/src/main/java/org/teatrove/teaapps/contexts/SortContext.java#L81-L86
Sort ArrayList of custom Objects by property;https://github.com/jaxio/celerio/blob/fbfacb639e286f9f3f3a18986f74ea275bebd887/celerio-engine/src/main/java/com/jaxio/celerio/util/support/AbstractListHolder.java#L204-L209
How can I initialise a static Map?;https://github.com/kiegroup/droolsjbpm-integration/blob/6c26200ab03855dbb92b56ca0c6363cdec0eaf2c/kie-server-parent/kie-server-api/src/main/java/org/kie/server/api/marshalling/json/JSONMarshaller.java#L259-L268
How can I initialise a static Map?;https://github.com/BrunoEberhard/minimal-j/blob/f7c5461b2b47a10b383aee1e2f1f150f6773703b/ext/rest/src/main/java/org/minimalj/rest/RestHTTPD.java#L58-L66
How can I initialise a static Map?;https://github.com/satoshi-kimura/samurai-dao/blob/321729d8928f8e83eede6cb08e4bd7f7a24e9b94/src/main/java/jp/dodododo/dao/dialect/DialectManager.java#L36-L51
How can I initialise a static Map?;https://github.com/opensourceBIM/BIMserver/blob/116803c3047d1b32217366757cee1bb3880fda63/BimServer/src/org/bimserver/database/queries/QueryObjectProvider.java#L128-L136
How can I initialise a static Map?;https://github.com/liukefeng2008/http-client-proxy/blob/b8a9e3e02a487d40d4f56bc2f4e44518d222e52b/http-client-core/src/main/java/com/ifengxue/http/parser/BeanParserFactory.java#L58-L62
How can I initialise a static Map?;https://github.com/synchronoss/cpo-api/blob/dc745aca3b3206abf80b85d9689b0132f5baa694/cpo-cassandra/src/main/java/org/synchronoss/cpo/cassandra/meta/CassandraCpoAttribute.java#L62-L77
How can I initialise a static Map?;https://github.com/E7du/jfinal-ext3/blob/8ffcbd150fd50c72852bb778bd427b5eb19254dc/src/main/java/com/jfinal/ext/kit/FastJsonKit.java#L77-L79
How can I initialise a static Map?;https://github.com/synchronoss/cpo-api/blob/dc745aca3b3206abf80b85d9689b0132f5baa694/cpo-core/src/main/java/org/synchronoss/cpo/meta/domain/CpoAttribute.java#L250-L286
How can I initialise a static Map?;https://github.com/synchronoss/cpo-api/blob/dc745aca3b3206abf80b85d9689b0132f5baa694/cpo-jdbc/src/main/java/org/synchronoss/cpo/jdbc/JdbcCpoAttribute.java#L79-L96
How can I initialise a static Map?;https://github.com/spring-projects/spring-data-solr/blob/20be5cb82498b70134dfda6c1a91ad21f8e657e0/src/main/java/org/springframework/data/solr/core/SolrTemplate.java#L634-L644
How to directly initialize a HashMap (in a literal way)?;https://github.com/mozilla/rhino/blob/fa8a86df11d37623f5faa8d445a5876612bc47b0/src/org/mozilla/javascript/Kit.java#L312-L323
How to directly initialize a HashMap (in a literal way)?;https://github.com/FudanNLP/fnlp/blob/ce258f3e4a5add2ba0b5e4cbac7cab2190af6659/fnlp-core/src/main/java/org/fnlp/nlp/similarity/train/WordSimilarity.java#L103-L108
How to directly initialize a HashMap (in a literal way)?;https://github.com/trajano/caliper/blob/a8bcfd84fa9d7b893b3edfadc3b13240ae5cd658/caliper/src/main/java/com/google/caliper/model/InstrumentSpec.java#L109-L119
How to directly initialize a HashMap (in a literal way)?;https://github.com/OpenHFT/Chronicle-Map/blob/0b09733cc96302f96be4394a261699eeb021fe37/src/main/java/net/openhft/chronicle/hash/impl/stage/iter/IterationKeyHashCode.java#L42-L50
How to directly initialize a HashMap (in a literal way)?;https://github.com/trimou/trimou/blob/ae45d77d4bd8b2c71b41006908b8a0a784ad9058/core/src/main/java/org/trimou/handlebars/Helpers.java#L70-L80
How to directly initialize a HashMap (in a literal way)?;https://github.com/trimou/trimou/blob/ae45d77d4bd8b2c71b41006908b8a0a784ad9058/core/src/main/java/org/trimou/handlebars/Helpers.java#L90-L93
How to directly initialize a HashMap (in a literal way)?;https://github.com/goldmansachs/reladomo/blob/e9a069452eece7a6ef9551caf81a69d3d9a3d990/reladomo/src/main/java/com/gs/fw/common/mithra/MithraPrimaryKeyGenerator.java#L47-L70
How to directly initialize a HashMap (in a literal way)?;https://github.com/trajano/caliper/blob/a8bcfd84fa9d7b893b3edfadc3b13240ae5cd658/caliper/src/main/java/com/google/caliper/model/Scenario.java#L106-L117
How to directly initialize a HashMap (in a literal way)?;https://github.com/jtablesaw/tablesaw/blob/68a75b4098ac677e9486df5572cf13ec39f9f701/core/src/main/java/tech/tablesaw/io/jdbc/SqlResultSetReader.java#L44-L73
How to directly initialize a HashMap (in a literal way)?;https://github.com/trajano/caliper/blob/a8bcfd84fa9d7b893b3edfadc3b13240ae5cd658/caliper/src/main/java/com/google/caliper/model/Host.java#L99-L103
How to create a generic array in Java?;https://github.com/wwadge/bonecp/blob/74bc3287025fc137ca28909f0f7693edae37a15d/bonecp/src/main/java/com/jolbox/bonecp/ConnectionHandle.java#L633-L644
How to create a generic array in Java?;https://github.com/VoltDB/voltdb/blob/8afc1031e475835344b5497ea9e7203bc95475ac/src/frontend/org/voltdb/jdbc/JDBC4Connection.java#L105-L110
How to create a generic array in Java?;https://github.com/wisdom-framework/wisdom/blob/a35b6431200fec56b178c0ff60837ed73fd7874d/core/content-manager/src/main/java/org/wisdom/content/converters/ParamConverterEngine.java#L209-L236
How to create a generic array in Java?;https://github.com/cchantep/acolyte/blob/a383dff20fadc08ec9306f2f1f24b2a7e0047449/jdbc-driver/src/main/java/acolyte/jdbc/Connection.java#L690-L708
How to create a generic array in Java?;https://github.com/copper-engine/copper-engine/blob/92acf748a1be3d2d49e86b04e180bd19b1745c15/projects/copper-coreengine/src/main/java/org/copperengine/core/persistent/OracleUtil.java#L74-L76
How to create a generic array in Java?;https://github.com/querydsl/querydsl/blob/2bf234caf78549813a1e0f44d9c30ecc5ef734e3/querydsl-core/src/main/java/com/querydsl/core/types/dsl/BeanPath.java#L127-L129
How to create a generic array in Java?;https://github.com/Carbonado/Carbonado/blob/eee29b365a61c8f03e1a1dc6bed0692e6b04b1db/src/main/java/com/amazon/carbonado/repo/jdbc/LoggingConnection.java#L318-L320
How to create a generic array in Java?;https://github.com/elastic/elasticsearch-hadoop/blob/f3acaba268ff96efae8eb946088c748c777c22cc/mr/src/main/java/org/elasticsearch/hadoop/mr/WritableValueReader.java#L36-L89
How to create a generic array in Java?;https://github.com/alipay/sofa-hessian/blob/89e4f5af28602101dab7b498995018871616357b/src/main/java/com/caucho/hessian/io/ArrayDeserializer.java#L157-L163
How to create a generic array in Java?;https://github.com/VoltDB/voltdb/blob/8afc1031e475835344b5497ea9e7203bc95475ac/src/hsqldb19b3/org/hsqldb_voltpatches/jdbc/JDBCConnection.java#L3037-L3043
How to parse JSON in Java;https://github.com/netplex/json-smart-v2/blob/bfb3daef039e22a7bbff5f76bf14ea23330cd70e/json-smart/src/main/java/net/minidev/json/JSONValue.java#L279-L285
How to parse JSON in Java;https://github.com/drapostolos/type-parser/blob/74c66311f8dd009897c74ab5069e36c045cda073/src/main/java/com/github/drapostolos/typeparser/TypeParser.java#L68-L80
How to parse JSON in Java;https://github.com/pulse00/Composer-Java-Bindings/blob/0aa572567db37d047a41a57c32ede7c7fd5d4938/java-api/src/main/java/com/dubture/getcomposer/core/entities/JsonEntity.java#L179-L182
How to parse JSON in Java;https://github.com/kiegroup/droolsjbpm-tools/blob/05e1f73c591178360a198dca29f99d73918991db/drools-eclipse/org.kie.eclipse/src/main/java/com/eclipsesource/json/JsonParser.java#L59-L68
How to parse JSON in Java;https://github.com/peter-lawrey/SAXophone/blob/b122a09daece921fda811acabd18fcd9c84afe14/saxophone/src/main/java/net/openhft/saxophone/json/JsonParser.java#L326-L703
How to parse JSON in Java;https://github.com/dyu/protostuff-1.0.x/blob/d7c964ec20da3fe44699d86ee95c2677ddffde96/protostuff-model-json/src/main/java/com/dyuproject/protostuff/json/ProtobufJSON.java#L110-L129
How to parse JSON in Java;https://github.com/boonproject/boon/blob/9bc6870dbe5dd58c45c18d8edb493e8efc089463/boon/src/main/java/org/boon/json/implementation/JsonBaseByteArrayParser.java#L210-L213
How to parse JSON in Java;https://github.com/ArcBees/gwtquery/blob/93e02bc8eb030081061c56134ebee1f585981107/gwtquery-core/src/main/java/com/google/gwt/query/client/builders/JsonBuilderBase.java#L42-L46
How to parse JSON in Java;https://github.com/bbottema/simple-java-mail/blob/b03635328aeecd525e35eddfef8f5b9a184559d8/modules/cli-module/src/main/java/org/simplejavamail/internal/clisupport/CliCommandLineConsumer.java#L96-L106
How to parse JSON in Java;https://github.com/comapi/comapi-sdk-android/blob/53140a58d5a62afe196047ccc5120bfe090ef211/COMAPI/foundation/src/main/java/com/comapi/internal/Parser.java#L50-L52
